speech	line_num	text
2004_lee_hsien_loong	497	Very often, you see foreign workers, sometimes illegally employed by the subcontractor, cheap, but the job is quick and dirty and they finish by 10 o'clock in the morning.
2004_lee_hsien_loong	498	So, because they finish by 10 o'clock in the morning by contract, you only have three or four hours in the morning to clean the floor.
2004_lee_hsien_loong	499	Therefore, you can only clean very few number of flats every day.
2004_lee_hsien_loong	500	Therefore, the wages are poor, S$600.
2004_lee_hsien_loong	501	Why do you want to stop at ten o'clock in the morning?
2004_lee_hsien_loong	502	The town councils say, this way, when the residents come out, the place looks clean.
2004_lee_hsien_loong	503	So, he says, why not stop by two o'clock in the afternoon?
2004_lee_hsien_loong	504	So, when the residents come out, they see people cleaning it and they feel happy it's being cleaned.
2004_lee_hsien_loong	505	But anyway, if you do it at two o'clock in the afternoon, you have a longer period, you can do more work, you can clean more, you can be paid more and you can get more Singaporeans to do it.
2004_lee_hsien_loong	506	So, I think these are practical ways we can do things in cleaning.
2004_lee_hsien_loong	507	In other industries, too, I think we should pay some attention to this so as to help the workers at the bottom who are out of work find work.
2004_lee_hsien_loong	508	We have foreign workers, yes, they are a great help to our economy and we need them, but we also have to help to restructure our jobs so that Singaporeans can do them, and will do them.
2004_lee_hsien_loong	509	Besides jobs, one of the things Singaporeans worry about is the cost of living.
2004_lee_hsien_loong	510	A lot of people worry about the cost of living going up and, indeed, some prices have gone up – electricity, you know, because of oil prices.
2004_lee_hsien_loong	511	S&C charges have gone up because we haven't revised them for more than 10 years and we have to raise charges if we are going to maintain standards and clean the estates properly.
2004_lee_hsien_loong	512	Even prices of chickens and eggs have gone up recently.
2004_lee_hsien_loong	513	I think these can't be helped, but overall, our prices have been stable, yet many people still worry about it.
2004_lee_hsien_loong	514	So, I think we have to understand this worry and see what we can do about it.
2004_lee_hsien_loong	515	I think for most Singaporeans, the reason why they feel cost of living is up is because wages have come down, bonuses have shrunk and so, belts have been tightened and for everyone, a little bit of an increase hurts.
2004_lee_hsien_loong	516	And they are committed because they plan on a house of a certain size, they have obligations, they have old folks to look after, children to send to schools and so on.
2004_lee_hsien_loong	517	Also, to be quite frank, expectations have gone up.
2004_lee_hsien_loong	518	In the old days, very few people had aircons.
2004_lee_hsien_loong	519	Today, when people come to me with an electricity bill problem in Meet-the-People Sessions, I ask them, "Do you turn on your aircon?"
2004_lee_hsien_loong	520	He says, "Only for a short while at night".
2004_lee_hsien_loong	521	I'm sure if I do a show of hands tonight, there'll be many aircons in this room.
2004_lee_hsien_loong	522	And handphones, too.
2004_lee_hsien_loong	523	People come to see us with financial problems.
2004_lee_hsien_loong	524	They need the handphone, they feel they must have it and I can understand these are conveniences and comfort items which people want, but you have to realise that they do cost something and that's part of the reason why you feel that money is tight.
2004_lee_hsien_loong	525	So, that's one reason why people feel the cost of living is up.
2004_lee_hsien_loong	526	The other groups, of course, are the low-income groups and they have difficulties because for them every increase, however small, is an unwelcome one and we've got various financial assistance schemes and programmes to help them, to help them tide over and to help them find jobs.
2004_lee_hsien_loong	527	But I think there are some concrete things which we can also do to help them.
2004_lee_hsien_loong	528	I'll just give you one small example.
2004_lee_hsien_loong	529	I've seen so many, people come and say "electricity cut off" because it's been dragged – promise to pay, promise to pay, promise to pay, then finally cut off.
2004_lee_hsien_loong	530	So they come to us for help.
2004_lee_hsien_loong	531	I say, "What are you going to do?"
2004_lee_hsien_loong	532	He says, "I'll pay instalments".
2004_lee_hsien_loong	533	So I write “they will pay instalments”.
2004_lee_hsien_loong	534	After two instalments, stop, cut off again.
2004_lee_hsien_loong	535	It's not a solution.
2004_lee_hsien_loong	536	So, I told MTI and SingPower, “how about going for pay-as-you-use; cashcard?”
2004_lee_hsien_loong	537	Then I don't have to cut off, you pay back part of the old account and as you use you pay.
2004_lee_hsien_loong	538	Your children need to study, you have medicines to look after you, you can afford to use the electricity because you are paying as you go along and I solve your problem and you avoid my problem.
2004_lee_hsien_loong	539	So, I think SingPower is going to do that.
2004_lee_hsien_loong	540	I think it will be of some help, but still, we will have to work with these families to help them get their lives back on track.
2004_lee_hsien_loong	541	So, cost of living is a problem, but really, the long-term solution for the cost of living problem is growth because with growth, you have incomes, you have jobs, you have better standards of living and you can meet your obligations.
2004_lee_hsien_loong	542	Medical cost is the other element of cost which people worry about.
2004_lee_hsien_loong	543	Many Singaporeans worry.
2004_lee_hsien_loong	544	On the ground, you can feel it.
2004_lee_hsien_loong	545	They tell you, "we dare not get sick".
2004_lee_hsien_loong	546	Actually, most people don't have a problem but some people might have a problem.
2004_lee_hsien_loong	547	If the bills are big, everybody is scared.
2004_lee_hsien_loong	548	So, I think we have to do something about this.
2004_lee_hsien_loong	549	We have Medisave, it's a good scheme.
2004_lee_hsien_loong	550	We have MediShield, which gives you insurance, which helps but is not adequate and needs to be revamped and Khaw Boon Wan's principal job is to work on this and try and see what we can do to update the MediShield system to make it work better for Singaporeans.
2004_lee_hsien_loong	551	You have to pay more premiums, it cannot be helped, but we will be able to come up with a better scheme which will give you better protection and which will look after you in case of ill-health and will save you a lot of worry.
2004_lee_hsien_loong	552	VIII
2004_lee_hsien_loong	553	Older SingaporeansLast week, in my swearing-in speech, I talked about the young generation, the new generation.
2004_lee_hsien_loong	554	Unfortunately, as a result of talking about the young generation, I have caused the older Singaporeans and even some not-so-old ones to feel left out.
2004_lee_hsien_loong	555	So, one MP emailed me.
2004_lee_hsien_loong	556	I'll read just a little bit from his email.
2004_lee_hsien_loong	557	He says, "The focus appears to be on youth and vitality for your new term, but I wish to point out that there's a large representation of Singaporeans in the 45 to 60 age group whom we must continue to engage and attend to.
2004_lee_hsien_loong	558	This group has suffered and borne the brunt of the downturn, mostly in stolid silence.
2004_lee_hsien_loong	559	They need to be nursed to regain their self-confidence and pride".
2004_lee_hsien_loong	560	He's right, but let me say I haven't forgotten because I'm in this group.
2004_lee_hsien_loong	561	I know what the concerns of the older Singaporeans are – it’s job security.
2004_lee_hsien_loong	562	We’ve talked about it just now.
2004_lee_hsien_loong	563	Medical costs, we talked about it just now too, but the old folks are particularly worried because it affects them more directly.
2004_lee_hsien_loong	564	Financial security in old age.
2004_lee_hsien_loong	565	Will their CPF be enough?
2004_lee_hsien_loong	566	And also an elder-friendly living environment.
2004_lee_hsien_loong	567	What does that mean?
2004_lee_hsien_loong	568	It means LUP – lift upgrading – it's the most popular of all our upgrading programmes.
2004_lee_hsien_loong	569	Never mind the fancy roof, never mind the fountains, never mind the covered walkways, well, covered walkways, we still want, but lifts first because when you are old, when you have to climb the stairs, when you have somebody in a wheelchair, if you are not on a lift landing, you have a problem.
2004_lee_hsien_loong	570	And I think we can do something about that and focus on the LUP.
2004_lee_hsien_loong	571	There are other practical things which we must adjust as our population ages.
2004_lee_hsien_loong	572	Boon Heng tells me, lift doors close too quickly because you are walking in and before you can get in, your tongkat (walking stick)gets stuck.
2004_lee_hsien_loong	573	Or traffic lights change too fast for the pedestrians.
2004_lee_hsien_loong	574	These are real problems.
2004_lee_hsien_loong	575	I think as our population ages, we have to adjust and we have to make these adjustments for them.
2004_lee_hsien_loong	576	And we also need, besides the physical adjustments, the psychological support networks, the community support networks, the outreach groups, the qigong groups, the mutual help groups in the constituencies, even the mahjong groups – some outlet for the old folks to come down to have friends, to have people to care for them so that they will not be lonely when their children are out at work.
2004_lee_hsien_loong	577	So, we will address these concerns and I should also say that we will continue our asset enhancement policy and distribute surpluses when we have surpluses and when we do, we will give senior citizens more, especially to their Medisave.
2004_lee_hsien_loong	578	It won't be as easy as before because our belts have all been tightened, including the Government's, but when we have something to distribute, we will remember the older Singaporeans more.
2004_lee_hsien_loong	579	I think we owe them and they more than deserve it.
2004_lee_hsien_loong	580	IX New
2004_lee_hsien_loong	581	generationFor the future, we have to focus on the post-independence generation.
2004_lee_hsien_loong	582	They are different from their parents, they've grown up in different circumstances, they have different points of reference, different expectations, different values, much more exposed to the outside world.
2004_lee_hsien_loong	583	And it's the same all over Asia.
2004_lee_hsien_loong	584	I was in Korea recently and they gave me a definition of youth.
2004_lee_hsien_loong	585	They said, a young man is somebody who can do an SMS with one hand with the phone in his pocket.
2004_lee_hsien_loong	586	And they should know because in Korea, young men like that changed the Government.
2004_lee_hsien_loong	587	They kicked out all the old team and they put in a totally new team with no experience.
2004_lee_hsien_loong	588	But then I came home and found out that the world SMS champion is a 23-year-old Singaporean girl.
2004_lee_hsien_loong	589	But I'm proud and confident of this new generation.
2004_lee_hsien_loong	590	I've met some of them in Footprints of a Nation, a TV programme two years ago.
2004_lee_hsien_loong	591	More recently, the younger ministers.
2004_lee_hsien_loong	592	Vivian, Khaw Boon Wan, Eng Hen and company were in i-Contact, a TV series.
2004_lee_hsien_loong	593	I was impressed with them (the young students).
2004_lee_hsien_loong	594	They are not all from the top schools.
2004_lee_hsien_loong	595	They are idealistic, they are articulate, they have high ambitions and they are growing up to be responsible adults on the cusp of adulthood, just the point of no longer being a child, able to think broader, more responsibly, participate and speak up with confidence.
2004_lee_hsien_loong	596	And we are distinguishing ourselves internationally.
2004_lee_hsien_loong	597	We do well.
2004_lee_hsien_loong	598	I've noticed recently we won Robocup soccer.
2004_lee_hsien_loong	599	I don't know what it was.
2004_lee_hsien_loong	600	What it is is you programme robots to play football and our robots were smarter than other people's robots, which means our robot programmers were smarter than other people's robot programmers.
2004_lee_hsien_loong	601	We go for choir competitions, we win gold medals and we distinguish ourselves academically too.
2004_lee_hsien_loong	602	We have a social conscience.
2004_lee_hsien_loong	603	There are many young groups which are organised and do social work.
2004_lee_hsien_loong	604	Last year, I went to one function organised by Mercy Relief, which I was impressed with.
2004_lee_hsien_loong	605	They were started off by a Malay group, by Perdaus and they have gone beyond being a Malay group to stand on their own as a multiracial, secular group doing international work, 700 young volunteers of all races, students, professionals, organising themselves, raising funds and they're doing humanitarian work for refugees in Cambodia and Afghanistan, and flood victims.
2004_lee_hsien_loong	606	So, I asked them, "Are you going to Iraq?"
2004_lee_hsien_loong	607	They said, "Maybe later on".
2004_lee_hsien_loong	608	But they have the spirit and they have the goal and they will do it.
2004_lee_hsien_loong	609	And the young people are willing to try different paths.
2004_lee_hsien_loong	610	We have a Sports School.
2004_lee_hsien_loong	611	The response is good.
2004_lee_hsien_loong	612	We are building an Arts School.
2004_lee_hsien_loong	613	We already have NAFA and SIA-LaSalle and they are doing well.
2004_lee_hsien_loong	614	They have very good students and they go in for all kinds of courses.
2004_lee_hsien_loong	615	And even fashion design, we have Singaporeans winning prizes.
2004_lee_hsien_loong	616	Recently, I was walking along the Esplanade on the waters by the sea and I found young people drawing beautiful pictures on the pavement using chalk.
2004_lee_hsien_loong	617	So, I thought to myself – 15 years ago, we might have caned them, but today, we have MITA or MICA (Ministry of Information, Communications and the Arts).
2004_lee_hsien_loong	618	So, I think that we have changed.
2004_lee_hsien_loong	619	Well, there is a spectrum.
2004_lee_hsien_loong	620	Not all are engaged.
2004_lee_hsien_loong	621	I read, I think in Today that they went along Orchard Road and asked who's the PM and some people didn't know.
2004_lee_hsien_loong	622	What to do?
2004_lee_hsien_loong	623	And there are some who have difficult backgrounds and lack opportunities.
2004_lee_hsien_loong	624	But by and large, we have groomed a strong generation ready for the future.
2004_lee_hsien_loong	625	And we have to groom this generation, to give them wings and to give them roots.
2004_lee_hsien_loong	626	We need to give them wings, expose them to the world, build their character, let them set their own goals and choices, let them learn from their own mistakes, let them grow and blossom and be themselves.
2004_lee_hsien_loong	627	Guide them, but don't constrain them.
2004_lee_hsien_loong	628	But we also have to give them roots, emotional experiences which will bind them here, playing together with each other, roughing it out, taking challenges together because then, they will create friendships, they will create ties, they will have memories and bonds to their friends and to the places where they made these friends.
2004_lee_hsien_loong	629	So, even with wings, they will fly all over the world but come back and be a Singaporean in Singapore.
2004_lee_hsien_loong	630	And so, I renamed MCDS to become MCYS, Ministry of Community Development, Youth and Sports, and I appointed Vivian as the Minister.
2004_lee_hsien_loong	631	He is the youngest in the Cabinet and I think that they will be able to spark off something to engage the young people to get them enthused in this project of Singapore.
2004_lee_hsien_loong	632	A lot of this has to do with education, which I will talk about later on.
2004_lee_hsien_loong	633	One critical aspect of rooting Singaporeans here is to empower them, to give them a say in their lives, to make them feel that they can make a difference.
2004_lee_hsien_loong	634	If you are in China or in America, you can't do that.
2004_lee_hsien_loong	635	One person out of 1.3 billion, can you change China?
2004_lee_hsien_loong	636	How many can become like Deng Xiaoping?
2004_lee_hsien_loong	637	If you were one person out of nearly 300 million in America, can you become the President and change America?
2004_lee_hsien_loong	638	How many people can go on stage and say, "I am John Kerry, I am reporting for duty"?
2004_lee_hsien_loong	639	But in Singapore, you can and you must.
2004_lee_hsien_loong	640	My generation felt that
2004_lee_hsien_loong	641	and that's why when we went to university, we felt and I felt I had to come home, there was an obligation, I had to serve.
2004_lee_hsien_loong	642	The SAF sent me.
2004_lee_hsien_loong	643	I studied Maths.
2004_lee_hsien_loong	644	After one year, I took the exams.
2004_lee_hsien_loong	645	My tutor met me.
2004_lee_hsien_loong	646	He says, "You must stay on".
2004_lee_hsien_loong	647	I said, "But I have to go home.
2004_lee_hsien_loong	648	I've got an obligation.
2004_lee_hsien_loong	649	I've got a bond".
2004_lee_hsien_loong	650	He says, "Forget about the bond.
2004_lee_hsien_loong	651	You must do Maths".
2004_lee_hsien_loong	652	I said, "I can't.
2004_lee_hsien_loong	653	I have to go back.
2004_lee_hsien_loong	654	People depend on me".
2004_lee_hsien_loong	655	In a big country, I can say, "Chuck it!
2004_lee_hsien_loong	656	I am doing Maths.
2004_lee_hsien_loong	657	Somebody else will look after the country".
2004_lee_hsien_loong	658	Three million, you may or may not be in politics, but your contribution does count.
2004_lee_hsien_loong	659	People expect you, they send you, they want you back.
2004_lee_hsien_loong	660	You have to go back and do what is the right thing and you can make a difference.
2004_lee_hsien_loong	661	There is a lot of things to do, a lot you can shape.
2004_lee_hsien_loong	662	I think I persuaded him.
2004_lee_hsien_loong	663	When I came back, I think I made the right decision and many people of my generation did that, too, and we've got to get this new generation to feel the same.
2004_lee_hsien_loong	664	We've got to involve them in the community and in national affairs, to take ownership of the country and of the problems.
2004_lee_hsien_loong	665	Don't ask what the Government is going to do.
2004_lee_hsien_loong	666	I read that some people are asking, now that you want young people to get engaged, what is the Government going to do to get young people engaged?
2004_lee_hsien_loong	667	Actually, we are going to wait.
2004_lee_hsien_loong	668	No, get up, do it.
2004_lee_hsien_loong	669	Nike says, "Just Do It".
2004_lee_hsien_loong	670	Engage your ideals, your ideas, your energies, build a new generation, build tomorrow's Singapore.
2004_lee_hsien_loong	671	Don't wait or depend on the Government.
2004_lee_hsien_loong	672	Find your own leaders, organise your own solutions, move.
2004_lee_hsien_loong	673	Politics is not the only way you can do it.
2004_lee_hsien_loong	674	There are many ways to contribute.
2004_lee_hsien_loong	675	You can be in community service, you can be in social work, you can be in education, you can be in the arts.
2004_lee_hsien_loong	676	But politics is one way to do it and it's important that enough people come into politics so that we have self-renewal and we have a new leadership team.
2004_lee_hsien_loong	677	Political self-renewal is critical to Singapore.
2004_lee_hsien_loong	678	Chok Tong started talent-scouting before he became PM.
2004_lee_hsien_loong	679	That's how I came in, aged 32, one of the youngest, in 1984.
2004_lee_hsien_loong	680	But all the people who came in with me in 1984 were in their 30s – Lee Boon Yang, Yeo Cheow Tong, Wong Kan Seng, Tarmugi, Mah Bow Tan, who contested in Potong Pasir, we were all in our 30s.
2004_lee_hsien_loong	681	We didn't think of ourselves as being particularly young, but I suppose, if you look back now, we are because if you compare it with the people who came in in 2001 when we tried very hard and had a lot of young people, our seven MOS (Minister-of-State) from 2001 – the Seven Samurais, I think we call them – their average age is 43 years old and the youngest one was Vivian, who was then 40.
2004_lee_hsien_loong	682	So, we need to have young people come in in their 30s, then you have time to learn, to develop.
2004_lee_hsien_loong	683	In your 30s, you are not ready to take charge, but you are ready to learn, to absorb and you are young enough to absorb and then in your 40s, you are tested, you've gained the experience and then 50s, you can take charge.
2004_lee_hsien_loong	684	You are energetic but ready to go.
2004_lee_hsien_loong	685	And so, we have an experienced team today.
2004_lee_hsien_loong	686	And I've got to do the same.
2004_lee_hsien_loong	687	I can connect with the young people.
2004_lee_hsien_loong	688	I mean, if I do another Footprints of a Nation, I think I'm okay, or i-Contact.
2004_lee_hsien_loong	689	But the generation after that who are now five and six years old, I think they will need new leaders by the time they become 21.
2004_lee_hsien_loong	690	I met one of these young men recently in a block party in my constituency.
2004_lee_hsien_loong	691	He came up to me.
2004_lee_hsien_loong	692	He says, "我认识你，李显龙" (I recognise you, Lee Hsien Loong).
2004_lee_hsien_loong	693	I was very pleased, obviously, not one of the Orchard Road types.
2004_lee_hsien_loong	694	So, I said, "你怎么知道 ?"
2004_lee_hsien_loong	695	(how do you know?).
2004_lee_hsien_loong	696	He said: ”“电视上，第八波道” (on television, Channel 8).
2004_lee_hsien_loong	697	So, I was very pleased.
2004_lee_hsien_loong	698	You know, future voter, calculating, 2012, 2016.
2004_lee_hsien_loong	699	So, I decided to tease him.
2004_lee_hsien_loong	700	I said,“你搞错了，那个人是我的弟弟 ”.
2004_lee_hsien_loong	701	He mixed it up, that’s my brother.
2004_lee_hsien_loong	702	He says, “是你.”
2004_lee_hsien_loong	703	(no, it’s you).
2004_lee_hsien_loong	704	Why? “白头发”, white hair.
2004_lee_hsien_loong	705	So, by the time he is voting, he is going to look at me and say, “白头发”, I think he wants somebody with a little less white hair.
2004_lee_hsien_loong	706	So, we've got to find the people.
2004_lee_hsien_loong	707	When Mr Lee Kuan Yew became PM, he was 35 years old.
2004_lee_hsien_loong	708	Those were revolutionary times.
2004_lee_hsien_loong	709	When Goh Chok Tong became PM, he was 49.
2004_lee_hsien_loong	710	I became PM, I'm 52.
2004_lee_hsien_loong	711	For the next PM, I think we have to try harder.
2004_lee_hsien_loong	712	So, come forward to serve.
2004_lee_hsien_loong	713	Don't wait to be asked and if you know your friend, somebody whom you think is capable, put his name up, we will take a look at him because Singaporeans are shy.
2004_lee_hsien_loong	714	Sometimes, they're afraid, you put yourself forward, "毛遂自荐" -- people may misunderstand that you are offering yourself and perhaps you've got an agenda.
2004_lee_hsien_loong	715	But if you know somebody else who is good, who's doing good work quietly, let us know, we will try him out.
2004_lee_hsien_loong	716	We want you to be part of our team.
2004_lee_hsien_loong	717	We don't mind if you have different views, but you must have some views.
2004_lee_hsien_loong	718	If you have no views, I have a problem.
2004_lee_hsien_loong	719	If you have different views, we can talk about it and let's do something about it together.
2004_lee_hsien_loong	720	X EducationThe most important gift that we can give to our young and to prepare for their future is education.
2004_lee_hsien_loong	721	It's not just preparing them for a job, but learning to live a life, learning to deal with the world, learning to be a full person, what in Chinese, they say, "xue zhuo ren" (学做人) and in schools, there are plenty of opportunities to learn to be a person.
2004_lee_hsien_loong	722	Tonight, I will talk about primary and secondary education because that's where all the children go and that's one of the key issues for young parents who are starting families.
2004_lee_hsien_loong	723	Our school system has gone through many improvements over the years.
2004_lee_hsien_loong	724	In fact, some people say too many improvements, too many changes.
2004_lee_hsien_loong	725	But we've done many things.
2004_lee_hsien_loong	726	We've got more qualified teachers, we've got independent schools, we've got more autonomous schools, we've got Normal (Technical) stream in the secondary schools.
2004_lee_hsien_loong	727	So, the students aren't just sent out to vocational schools or some place else.
2004_lee_hsien_loong	728	And we've made all these improvements, show results internationally in our achievement tests – Maths, Science, Physics – and the numbers going to post-secondary education and the quality of the people going into the workforce.
2004_lee_hsien_loong	729	But beyond what we have got, I think we cannot just do more of the same because if you just do more of the same, you are just going to get incremental improvements.
2004_lee_hsien_loong	730	You need a qualitative change, a quantum leap to get different sort of education, different sort of results.
2004_lee_hsien_loong	731	And that's why we have been moving to a more flexible and more diverse education system.
2004_lee_hsien_loong	732	We've got integrated programmes in schools, we've got a Sports Schools, art schools, maths and science schools.
2004_lee_hsien_loong	733	We are offering people more choice and we are better able to groom special talents and spot ability all across the spectrum, different kinds of ability.
2004_lee_hsien_loong	734	So, what do we do?
2004_lee_hsien_loong	735	To get a better feel for this, I recently met 10 school principals, five primary schools, five secondary schools, with Tharman.
2004_lee_hsien_loong	736	I spent two hours with them.
2004_lee_hsien_loong	737	It was a most educational experience for me because I listened to them, their experiences, what they were doing, what they felt they could do better, what they were proud of and how their children were measuring up or not and what they were worried about
2004_lee_hsien_loong	738	and I think there's a lot we can do to help them.
2004_lee_hsien_loong	739	Teachers have a most challenging job because they are not just teaching, marking assignments or running the school day by day.
2004_lee_hsien_loong	740	Those are the routine things.
2004_lee_hsien_loong	741	That, you learn in IE.
2004_lee_hsien_loong	742	But you have to know every student, provide individualised teaching, coaching where needed, and help the pupils to learn beyond the classroom and in life, through interaction.
2004_lee_hsien_loong	743	They call it "experiential learning".
2004_lee_hsien_loong	744	It's a big word, but what does it mean?
2004_lee_hsien_loong	745	It means you have to think of new ways to get them to engage, to do something and, by doing something, to hoist in an indelible experience.
2004_lee_hsien_loong	746	So, I give you two examples.
2004_lee_hsien_loong	747	Tanjong Katong Girls School, TKGS -- they sent their whole Secondary Three cohort to Outward Bound Schoolfor five days, teachers as well as students, conducted classes there.
2004_lee_hsien_loong	748	So, you do the Outward Bound routine, you camp, you rough it out, you do the physical part, test out your character, experience the ruggedness and so, challenge each other and put their leadership skills to the test.
2004_lee_hsien_loong	749	Education Ministry can't order this.
2004_lee_hsien_loong	750	The schools must want to do this.
2004_lee_hsien_loong	751	Another school, Hougang Primary, they said children come from working-class households, may not have opportunities at home.
2004_lee_hsien_loong	752	The principal went round and bought a few old discarded pianos and put them around the school compound in the school premises, so that some of the children can play, and some of them can listen to the playing.
2004_lee_hsien_loong	753	And so, they also have access to music.
2004_lee_hsien_loong	754	I think it shows initiative
2004_lee_hsien_loong	755	and it's not just the principals showing initiative.
2004_lee_hsien_loong	756	You really want the teachers and the students also to show initiative.
2004_lee_hsien_loong	757	Shuqun, another secondary school, I think, from quite a tough neighbourhood.
2004_lee_hsien_loong	758	They've got students who came to see the principal because they said nearby, there is a video arcade.
2004_lee_hsien_loong	759	The students go there, mix with bad company.
2004_lee_hsien_loong	760	"Why don't you give me an empty classroom, buy me one Xbox and one Playstation and I will organise a good video arcade inside the school?"
2004_lee_hsien_loong	761	So, the principal said, "Are you sure?"
2004_lee_hsien_loong	762	He says,"Ya, we will take charge.
2004_lee_hsien_loong	763	" But you need somebody to be there to make sure that children in the video arcade aren't doing wrong things in school.
2004_lee_hsien_loong	764	So, they organised the parents to be chaperones, to sit in and oversee and so, they have a video arcade going and they got a system.
2004_lee_hsien_loong	765	If people want to bring in a game, somebody will vet the game to make sure it's not X-rated
2004_lee_hsien_loong	766	and then they can play the game in this safe environment, in their video arcade.
2004_lee_hsien_loong	767	They may not be top students, but they are students with initiative.
2004_lee_hsien_loong	768	And so, we have to help not just the students in the top end in the schools where they are bright but also across the spectrum because we've got to get the weaker students to believe in themselves, to show them how they can achieve, to set targets for themselves which are realistic and map out ways for them to succeed which fit their abilities and aptitudes.
2004_lee_hsien_loong	769	Every student has his strength and he can accomplish something.
2004_lee_hsien_loong	770	If you can identify it, he can do something.
2004_lee_hsien_loong	771	Last year, Wanbao told the story of one student – during Sars, he got HQO, father was in Pasir Panjang Wholesale Market.
2004_lee_hsien_loong	772	Father got HQO, son got HQO, Home Quarantine Order, spent 10 days at home, Normal (Technical) student.
2004_lee_hsien_loong	773	What did he do?
2004_lee_hsien_loong	774	He had learnt Excel Spreadsheet in school.
2004_lee_hsien_loong	775	So, in 10 days, he computerised his father's chicken stall accounts.
2004_lee_hsien_loong	776	It's quite something.
2004_lee_hsien_loong	777	So, Normal (Technical) doesn't mean "bodoh"(stupid).
2004_lee_hsien_loong	778	I mean, these are kids with something in their aptitude if you can unlock it.
2004_lee_hsien_loong	779	Naval Base Secondary School, they also have students from a wide spectrum.
2004_lee_hsien_loong	780	They have Normal (Academic) students, some of them doing art.
2004_lee_hsien_loong	781	The school organised for them to raise funds to go on a field trip, 20 students to Paris.
2004_lee_hsien_loong	782	So, they made artworks, they sold their artworks, they raised their funds and they competed to go on the trip.
2004_lee_hsien_loong	783	One of the things they have to do is to stop smoking because good behaviour is needed.
2004_lee_hsien_loong	784	They go to the principal and say, "I stopped smoking one month.
2004_lee_hsien_loong	785	Can I go to Paris?
2004_lee_hsien_loong	786	" They raised enough, they went.
2004_lee_hsien_loong	787	It's a life-transforming experience for them.
2004_lee_hsien_loong	788	They came back with tremendous pride.
2004_lee_hsien_loong	789	So, one says to the other, "I saw a Picasso.
2004_lee_hsien_loong	790	Did you?
