sid	text	aspect	sentiment
38	The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).	service	negative
945	The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	service	negative
2770	First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.	ambience	negative
3014	Our first greeting when we entered was The last call is at 10:15.	service	negative
2791	The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.	food	negative
1151	Well, this place is so Ghetto its not even funny.	ambience	negative
775	The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).	service	negative
3122	The hostess and the waitress were incredibly rude and did everything they could to rush us out.	service	negative
2859	As soon as my father lifted his pen from the check a chef appeared to usher us out.	service	negative
3	The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.	service	negative
931	It took them 15 minutes to put water in our glasses.	service	negative
3685	Overall, not worth the money.	price	negative
3580	I would recommend Roxy's for that, but not for their food.	food	negative
2410	My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.	service	negative
789	The menu is nothing like the one on the website.	food	negative
324	Whem asked, we had to ask more detailed questions so that we knew what the specials were.	service	negative
2471	The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.	price	negative
1732	It is thick and slightly soggy.	food	negative
3251	Then, IF they answer the phone, you're lucky if they don't hang up on you!	service	negative
3149	I had to ask her three times before she finally came back with the dish Ive requested.	service	negative
3127	This place is incredibly tiny.	ambience	negative
2667	The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.	service	negative
1031	You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.	service	negative
3134	The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.	service	negative
1088	The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.	food	negative
3481	If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.	ambience	negative
2753	If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	service	negative
2413	An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.	food	negative
825	Pricey, but worth a try, at least once.	price	negative
703	The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!	service	negative
1747	Wait staff is blantently unappreciative of your business but its the best pie on the UWS!	service	negative
3265	I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.	food	negative
2025	No free drink.	price	negative
1044	Even after they overcharged me the last time I was there.	service	negative
1070	A little crowded but they move that line really fast!	ambience	negative
1140	Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.	food	negative
2230	What I didn't like was how the food came right after it was ordered.	food	negative
2271	If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!	service	negative
1993	Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road	price	negative
2338	Stay away from the latter since you won't go for seconds (hint hint).	food	negative
2268	My only problem is that you are literally sitting on top of the people next to you!	ambience	negative
3177	We ate at this Thai place following the reviews but very unhappy with the foods.	food	negative
854	Got a little loud after 8pm when the joint got full.	ambience	negative
953	With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.	service	negative
3060	Worse of all, $60 was erroneously added to our $80 bill.	service	negative
338	The soup for the udon was soy sauce and water.	food	negative
2795	Priced at upper intermediate range.	price	negative
2790	Too bad the food wasn't of the same heritage.	food	negative
2118	they were dry and disgusting, i didn't even finish my first piece.	food	negative
256	Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.	food	negative
365	(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.	service	negative
2026	Butter was melted, white wine warm, cheese oozing everywhere.	food	negative
1770	honestly the worst sushi my husband and i had in our entire lives.	food	negative
2772	The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	ambience	negative
3595	It was so bad I actually refused to pay for my food.	food	negative
797	For some reason, all the seafood on the menu was unavailable except for the Salmon.	food	negative
900	Interior was so so.	ambience	negative
1434	If your favorite Chinese food is General Tao chicken, then this is NOT your place.	food	negative
1408	It's a rather cramped and busy restaurant and it closes early.	ambience	negative
3479	And everytime I go there's a bunch of drunk idiots making a scene out front.	ambience	negative
1548	The food is terrible and overall, I would have to say avoid at all costs.	food	negative
1792	The staff ignored my friends and I the entire time we were there.	service	negative
1745	Also, because it is so thin, it gets cold very quickly and its not that filling.	food	negative
1319	The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	service	negative
3217	Quite frankly, this is some of the worst sushi I have ever tried.	food	negative
1089	The sandwiches are dry, tasteless and way overpriced.	price	negative
1538	We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.	food	negative
1009	The service was bad, the food took to forever to come, we sat on the upper level.	service	negative
2390	We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.	food	negative
40	My turkey burger was not cooked at all, my friends salmon was completely raw.	food	negative
887	What came to our table was burned beyond recognition and stringy.	food	negative
3582	But, they were too big for the bun.	food	negative
876	When we left at 8:00 PM, it was packed and noisy.	ambience	negative
712	The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.	service	negative
3169	Also a little more expensive than your average bagel place.	price	negative
1910	The food is expensive, but worth every bite.	price	negative
1041	The people in the restaurant were pretty obnoxious and loud.	ambience	negative
166	Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.	service	negative
3611	Oh and it's too tiny for families with strollers.	ambience	negative
688	I think this would be a pretty good spot if it were not so overpriced and overrated.	price	negative
738	From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.	service	negative
949	We were seated outside and the waiter spilled red wine and hot tea on myself and my date.	service	negative
1709	Unfortunately, the food was NOT something to get worked up about.	food	negative
2336	Ambiance is barely romantic but management tries.	ambience	negative
1663	Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.	service	negative
3039	I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.	food	negative
3599	The pizza was delivered cold and the cheese wasn't even fully melted!	food	negative
1087	Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.	food	negative
1441	My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.	food	negative
14	The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.	service	negative
3683	They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.	service	negative
3112	Some servers make you feel like they are doing you a favor to bring you the food.	service	negative
2773	Slightly above average wines start at $70+ with only one selection listed at $30+.	price	negative
3156	Don't expect to sit down inside though, there are only a few tables and they are always full.	ambience	negative
1200	If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.	food	negative
1199	The sauces used are also not that exciting.	food	negative
1415	Disappointing food, lousy service.	service	negative
416	They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.	service	negative
717	We won't go to this place again for a good meal.	food	negative
225	Somewhat pricey but what the heck.	price	negative
1304	We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.	price	negative
1081	Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!	service	negative
1006	I've been to several places for Dim Sum and this has got to be the WORST.	food	negative
1987	On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.	food	negative
1338	Bottom line: B+ for the food, F for the service.	service	negative
2772	The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	price	negative
758	You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.	price	negative
1218	Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?	ambience	negative
3487	I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).	ambience	negative
882	While the ambiance and atmosphere were great, the food and service could have been a lot better.	service	negative
2590	I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.	food	negative
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	food	negative
3530	It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).	food	negative
2087	Just bring someone who speaks Cantonese because waiter may not understand you.	service	negative
2365	Someone else recommended the dessert - we also left that.	food	negative
425	The price is reasonable although the service is poor.	service	negative
1429	Sauce was watery and the food didn't have much flavor.	food	negative
3355	- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.	price	negative
1060	Spreads and toppings are great - though a bit pricey.	price	negative
831	I must say it's a little pricey for the food because it was not as spectacular as the view.	price	negative
1854	It won't break the bank but I also wouldnt come back for the food.	food	negative
1811	i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.	service	negative
1982	And I could do without the cigar smoke.	ambience	negative
2272	They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.	price	negative
758	You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.	ambience	negative
2102	The rest of the dim sum, though pricey by Chinatown standards, is worth it.	price	negative
891	The food itself was just ok - nothing spectacular - but the service was awful.	service	negative
715	We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.	food	negative
3272	Sake collection was excellent (Try Nanbu Bijin), but pricy.	price	negative
3296	Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.	ambience	negative
1731	You should pass on the calamari.	food	negative
3649	Bartender was unable to tear himself away from friends at bar.	service	negative
1293	Their calzones are horrific, bad, vomit-inducing, YUCK.	food	negative
3033	The Singapore Mai Fun had NO curry flavor whatsoever.	food	negative
2040	The makhani was OK --the korma was bland.	food	negative
1335	While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.	service	negative
765	Sushi wasn't anything spectacular for the price.	price	negative
1974	However, for what we spent, overall, it just was not up to par.	price	negative
3441	The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.	price	negative
2093	I won't go back unless someone else is footing the bill.	price	negative
2949	It was tiny and I felt like I was eating in someone's living room.	ambience	negative
3473	It is LOUD, HOT and DARK.	ambience	negative
39	When we were finally seated our waitress came by twice-1 for our order and 2-for our check.	service	negative
1305	In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.	food	negative
3322	He offers subpar service and has no personality.	service	negative
2921	Not impressed with the food.	food	negative
1710	Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.	price	negative
1965	Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.	service	negative
1439	They even have a section in the menu called American Chinese food!	food	negative
2038	The food was boring and expensive.	price	negative
1448	What a ripoff!	price	negative
2526	Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.	price	negative
2037	This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.	price	negative
2452	The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.	ambience	negative
3670	First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...	service	negative
1571	It is very overpriced and not very tasty.	price	negative
3584	Also they were $15 each!	price	negative
1303	There are much better places in NY with better prices.	price	negative
953	With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.	price	negative
563	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.	service	negative
2101	They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.	price	negative
2855	While the food was good (certainly no Il Mulino) the service was horrendous.	service	negative
1417	I ordered a Lassi and asked 4 times for it but never got it.	service	negative
414	Average to good Thai food, but terrible delivery.	service	negative
2001	($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).	price	negative
2220	I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.	ambience	negative
2589	The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.	food	negative
1546	Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.	service	negative
937	INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.	service	negative
1102	Much of the time it seems like they do not care about you.	service	negative
2210	The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.	food	negative
1541	The hot dogs were cold in the middle and the buns were stale.	food	negative
2427	This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.	price	negative
1981	Filled with suits, though, so you never really feel terribly comfortable.	ambience	negative
946	We only ordered desserts and drinks, but no refills were offered.	service	negative
341	Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.	food	negative
1213	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.	service	negative
1357	Total hipster-wannabe attitude in an otherwise sweet spot.	service	negative
2654	I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.	food	negative
3583	Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.	food	negative
2948	There was no ambiance.	ambience	negative
1973	The overall price tag was very very expensive, something I did expect.	price	negative
3332	However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.	ambience	negative
1554	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	ambience	negative
3439	The only fallback on this restaurant is the prices.	price	negative
1689	I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.	food	negative
2245	I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.	service	negative
1419	The Thali was small, thoroughly unremarkable, and $14.95.	price	negative
2979	The food was actually aweful.	food	negative
2088	Decor leaves something to be desired.	ambience	negative
471	The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.	food	negative
1355	Drinks got screwed up, she acted put upon.	service	negative
1794	Oh, but wait, we were out of drinks (which were also delightfully overpriced).	price	negative
1785	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	price	negative
366	We could not catch our waiter's eye, and he ignored us.	service	negative
3248	The crispy chicken wasn't for us, though.	food	negative
1297	They're rude at times, and not very friendly.	service	negative
3087	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.	price	negative
2100	Do not get the Go Go Hamburgers, no matter what the reviews say.	food	negative
1301	The food was absolutely horrible!	food	negative
3282	The grilled cheese at home afterwards was better.!!	food	negative
1318	It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.	ambience	negative
1619	They brought glasses and the bottle, and just left the bottle at our table.	service	negative
1317	But for whatever reason, prices are about twice as high.	price	negative
2042	Not worth the prices.	price	negative
3531	My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).	food	negative
3273	Not too crazy about their sake martini.	food	negative
1226	you can actually get 2 salads worth if u take it home and add it to some lettuce!	food	negative
951	One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.	service	negative
8	The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.	service	negative
3511	A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.	service	negative
194	I have tried to make reservations, but both times, the hostess didn't have my name.	service	negative
196	The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.	ambience	negative
1835	Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.	service	negative
1965	Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.	ambience	negative
2377	The food was just awful, ATROCIOUS actually.	food	negative
1800	We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.	service	negative
